Label,Tweets
Positive,Ýki çeþit Kürt vardýr Kahraman olanlar okur büyür kendine birikim katar ve bu devlete bir katkýda bulunur veya asker olur vatanýný milletini savunur ayný Dünya Savaþýnda olduðu gibi Ýt olanlar ise PKK ya YPG ye katýlýr Türk askerine ateþ açar huzurumuzu bozar 
Negative,þu tipini siktiðime hangi yokluktaki abaza  hergün çiçek gönderiyor anlamýþ deðilim
Negative,Yaptýgýnýz her kurgu. Uyguladýgýnýz her algý. Söylediginiz her yalan bu adamý þampiyon yapmaktan alýkoyamýycak. Þampiyon BARIÞ MURAT YAÐCI olucak kudurankeee
Positive,"Kapta Üretilen ""Beyin"", Canlý Bir Bilgisayar ve Otomatik Pilot Gibi Davranýyor!"
Positive,çok doðru bir açýklama kardeþim tebrikler
Negative,tudor galatasaray sana aðýr geliyor iyi niyetinden suphem yok ama lutfen guzel ayrilalim siktir git köyüne dön amina koyayim
Negative,Þimdi hesabý kökünden unfluyorum ne kadar götlek göbelek varsa boþ beleþ takýlan varsa dýþarý haydeee Ýst Bld Çalýþýyor 
Positive,ALLAHIN ADALETÝ ÞAÞMAZ 
Positive,yaðmur nekadar güzelsin yav
Negative,Uykusuzluktan geber 
Positive,birtanem söyle canim ne istersen iste benden
Positive,Abbas bey hizmetli biri erkek diðeri kizlar olmak üzere sadece tuvalet temizligi yarým saatte bir tuvaletler temizlendiðini dusunelim siniflar okul temizligi içinde ayrý kiþi olsa malum sinif havalandirmasý kapý sýra vs sýk sýk dezenfekde edilmesi için desek Nasýl olacak 
Positive,"Temeli atýlan 456 milyonluk liralýk baraj, yapýlan incelemede yerinde bulunamadý"
Negative,aðzýný burnunu kýrarým kes sesini
Positive,SANA YAZIKLAR OLSUN YAZIKLAR bozuk dövme demiþken bu arada artýk zahmet edip dövmenin yýldönümünde seansa mý gelsendi 
Positive,Kocaeli de milyona icradan satýlýk fabrika 
Positive,tudor hani türkiye nin en güzel hucum oyununu oynatiyorduistanbul bizim karþýmýzdaki oyununu oynamadý bile11 ki
Negative,hayýr galatasaraydan aldýðýn para yetmedi mi iddaa oynuyosun bizim    gözlerimizi kanatýyorsun kahpe tudor saldýrgalatasaray
Negative,yýkarsak ne olur lan öküz arabalarý
Negative,Ýftiracý namussuz
Positive, Kimin kabini kýrdým ise isterse kafir olsun özür dilerim 
Negative,kahpe sen önce kendine bak
Positive,Baðýmsýz Ardahan Milletvekili Öztürk Yýlmaz'ýn baþkanlýðýndaki Yenilik Partisi'nin kuruluþ dilekçesi Ýçiþleri Bakanlýðý'na teslim edildi.
Positive,spora baþladým mutluyum
Negative,143 iq' lu Nisa Bölükbaþý' nýn kanalýna yüklediði videoya bakar mýsýnýz? Lütfen biri iq' mu düþürsün lütfen
Positive,kýz doðduðunda babasýna cennet kapýsý açýlýr
Positive,Þef güzel pizza nasýl yapýlýr hakkýnda tüyolar veriyor
Negative,pislik bu ya süpürge hortumunun içi hep toz pislik saç toplama için ayrý hortum kullanmýyorsa tabii
Positive,"Araç satýþý yapan yerlerin ikramlarý muazzamdýr, yiyin için, test sürüþü yapýp þöförlüðünüzü geliþtirin, arabanýn içinde fotoðraf çekilin "
Positive,kefenin cebi olsa fotoðrafýný koyardým.
Positive,"Yanlýþ bir þey söylemedin, doðruydu yazdýðýn, ilk sinyaller çok önemli, maalesef çoðu kadýn iþaretleri görmek istemiyor, gözleri kör oluyor erkek karþýsýnda! Ben tvitinde herhangi bir hata görmedim."
Positive,"Greve gideriz, kýdeme dokunma! TÜRK-ÝÞ ve DÝSK Türkiyenin 81 ilinde #KýdemTazminatý için eylem yaptý."
Positive, savaþýnda tanýdým onlarý O kadar seviyorlardý ki bizi traþ ettirdiðimiz baþlarýna kazýtmýþlardý Onlar dille 
Positive,Türkler dünyanýn en sudan sebeple ölen insaný olmamalýdýr.
Negative,sevdiði kýza erasmus muharrem'in bastýðýný öðrenen enayi
Positive, Galata Kulesi uçuþa açýlsýn 
Positive,Harika yorumlara bir yenisi eklensin bakalým
Positive,sýndýrgý kadýn kollarý kongremizde tekrar seçilerek baþkanlýk görevine devam eden nagihan eroðlu ve yönetimini tebrik ediyor
Positive,demokrasi daðýtýmýnda sýra türkiye gibi geliyor insanýn aklýna
Negative,geleninde gideninde amk
Negative,Ýnanma eda öldürürüm seni 
Positive,Muhakkak ki her Dil güzeldir Ama senin bende ki yerin Ayrýdýr 
Positive, arkadaþlar biz lgbt bireyler ölsün onlar yaþamasýn diye bir þey demiyoruz bu bizim inandýðýmýz hak dinimizde lanetlenen bir þey ve siz desteklemekte özgürseniz býrakýn da biz de günaha düþman olmakla özgür olalým 
Positive,Flash kullanarak fotoðraf çekmenin yasak olduðu mozaiklere gün boyu lazer tutmak mý?
Positive,Geliyoruz açýn yollarýýýýý 
Negative,Bu ulke senin kadar oçunu gormedi
Positive, Neftlix dizi önerisi alabilir miyim 
Positive, Ya zombi bölümünü yapmýþlar harika olmuþ kskfkkskdksdkldlflf 
Positive,süpersin uður amca sen hiç susma
Positive,Adalet sistemimiz yine muazzam iþliyor 
Negative,bok gibi insanlarla muhattap olmak zorunda kalmak
Negative,Arka arkaya mac kazanamiyoruz aq hayatimizi sikem 
Positive,Sýrf bu tag için korumayý kaldýrýyorum. 
Negative,Allah aþkýna sabahtan beri su çirkin soykayý görmekten fenalýk geldi dengesiz hepten kafayý yemiþ gündeme gelebilmek için yapmayacaðý þey yok bunun edepsiz kokona 
Negative,papa da az yavþak deðil oturduðu som altýn koltuðu satsa afrika da aç kalmaz
Negative, Bu da kendini uzman sanan kravatlý soytarý 
Positive,"""Sevmezdim, okulu sevmezdim Okudum, yýllarca hep okudum Okumaktan boynumu büktüm Yoruldum..."""
Negative,Bunlarýn alayý þizofren
Positive, rahatlama garantili video 
Negative,sarýýýý patlatýrým o zarýýýý
Positive,maç bitsin çýkacak ortaya yine  tebrikler karakartal cýlar
Positive,þiþko yanaklarýmý nasýl yok edebilirim enter
Negative,Acýlar içinde gebermeni dilerim
Positive,sen ülkemin yaz geceleri gibisin
Positive, Cezaevleri deðil adaletsizlik ölüme sürüklüyor Bu kadar kayýtsýzlýk da artýk cana tak ettiriyor 
Negative,Boyle piknikmi olurmuþ amk kurucan hamaðý yellicen mangalý döþücen kofteleri alýcan lik bi rakýda ohhhhh vurucan karpuzlarý suya buz gibi sapur þupur caným piknik cekti yapýcaðýnýz iþe sokam 
Positive,Ben sevda konusunda yarýda kalmam Ya sevmiþimdir Yada silmisimdir 
Positive,ibrahim tatlýses izmirlileri uyandýrmamýz lazým uyuyorlar çünkü o derin uykudan hâlâ uyanamadýlar
Negative,ne oldu hayýrdýr iki yüzlü yalaka
Positive,dün gece kitap okurken uyuyakalmýþým en son kaldýðým yeri eþim iþaretlemiþ evlendiðimiz insana neden eþ denildiðini anlýyorum
Negative,siktigimin yalaka köpekleri
Positive,hayýrlý olsun inþ
Negative,Erdoðan ý yanlýþ bulan herkes o dönemlerde yapýlan saçmalýklarý yanlýþlarý savunuyor demek deðildir Önce bi adam ol da saygý göresin Ben o zamankilere de karþý çýkýyordum bu zamankilere de karþý çýkýyorum Ýnsaný savunurum ben kiþileri deðil Senin gibi satýlýk deðilim 
Positive,hocalarýn duruþu  hastalarýn duruþu  esnafýn duruþu  öðrencilerin duruþu  cerrahpaþaduruþu
Negative,ööffffff havanin sicakligi yetmiyomus gibi bide salak salak insanlarla muhattap olmak zorunda kalýyoruz 
Positive,cansu çok tatlýsýn
Positive,Ücretli öðretmenler olarak deðil yoksulluk; açlýk sýnýrýnýn altýnda yaþýyoruz.
Positive, Musluk açýlýþý yapanlara oy veriyor sonra kalkmýþ F S projelerini küçümsüyor komik 
Negative,diðerleri ölsün mü yani napalim lens mi takalým xbhshshz 
Positive,cumhurbaþkaný ve milletvekili genel seçimlerinde yurtdýþýndaki vatandaþlarýmýzýn bulunduklarý ülkelerde oy kullanma
Positive,Kaçar mý hocam sen varsan bizde tetikteyizdir Allah razý olsun 
Negative,embesil  insanlar aç borçlu hersey zamlandi
Positive,sene açmasýnlar bence tek bu dönem kurtarmaz Abi siz ne kullanýyorsunuz bu kafadan ben de istiyorum Koca yýl online demek milyonlarca kiþi neler kaybedecek demek hiç düþünmüyor musunuz bu ne yaa 
Negative,"5 dakika yalakalýk yap milyonlarý indir cebe ne ala memleket, kimi kime þikayet ediyorum ya sizde bir yalakasýnýz deðilmi Pardon"
Positive,12000 Yýllýk Tarihi Dokuyu Yok Edip
Positive,Arkadaþýmý göndermeye kalkan kiþi benim arkadaþým olamaz abi
Negative,"Fakir deðilsin, içerik üretenin ismini kesip paylaþan, bu yolla kazanç saðlayan parazit bir hýrsýzsýn"
Positive,Twitter'da bulunmanýn amacý ne?? bilmelisin ki aðzýndan çýkan herþey yazýlmakta hatýrlatayým
Positive,programa yalaka safhasýnda geldik
Positive,bugun cok erken kalktim bu saatte uykumun gelmesi cok tuhafmis
Negative,çok salak tanýdým hiçbirini eline su dökemedi 
Positive,Ankara Onkoloji Hastanesinde (Demetevler) yatmakta olan 30 yaþýndaki hasta için B-(negatif) acil kan ihtiyacý vardýr. 
Negative,siz keklikleri salýn yavþak avcýlar da avlasýn önce avcýlýðý yasaklayýn
Negative,þu amsalak ibne artýk birini düþürsün de rahatlasýn kurtulamýyoruz baþka türlü
Positive, ÝMZA ÝMZADAN ÜSTÜNDÜR Cumhurbaþkaný Erdoðan ýn TARÝHÝ Kararnamesi 
Positive,Bir çiçeði büyüten sevgi insaný deðiþtirmez mi sanýyorsun?
Positive,hangi yeteneðiniz bir meslek olsa çok baþarýlý olurdunuz çok para kazanýrdýnýz
Positive,býrakýn düþmanlýðý bu ülke meselesi o sebepten ötürü beþiktaþ karþýsýnda portoya baþarýlar diliyorum
Positive, Bir zamanlar gülüþüyle huzur doldurduðun insaný gün geliyor unutturmak için oynamadýðýn oyunu býrakmýyorsun hayat Sana da 
Positive,bazý insanlar kitap ayraci gibi
Positive,"Ülkücülük MHP de olur diyen arkadaþlar.Adrese gittim yoktunuz, sordum;onlar, AKP ye taþýndý dediler.!!!"
Positive,"""Bu vatan bizim"" diyerek, yeni bir tarih için atýlan adalet adýmlarýnýn ilk duraðý Maltepe'ydi. Þimdi, ""o satýh bütün vatandýr"" diyerek, Cumhuriyet'i demokrasiyle taçlandýracaðýz. ""9 Temmuz yeni bir adýmdýr, yeni bir iklimdir, yeni bir tarihtir, yeni bir doðuþtur..."""
Positive,bismillahirahmanirahim yaallah hayýrlý sabahlar hayýrlý günler bütün akdava arkadaþlarýma selamlar sevgiler saygýlar sunuyor
Negative,Abi neden baðnazsýnýz ya uf üzülüyorum size 
Negative,telefon duvar kaðýdýný kendi fotoðrafý yapan insan ruh hastasýdýr aksini iddia edenin duvar kaðýdý kendi fotoðrafýdýr
Positive,"Þu bekçiler, gecenin bir yarýsý korna çalanlarý, bangýr bangýr baðýrarak konuþanlarý, milleti rahatsýz edenleri takip etsinler.Ahlak bekçiliðine soyunacaklarsa, taciz, tecavüz olaylarýný önlesinler. Hadlerini bilsinler, aþmasýnlar."
Positive,Ulan arkadaþlar benle beraber neden ev eþyasý alýyoruz ya neden ben kardeþim o piyasada benim gözüm yok ya wifi bulaþýk makinesi nedir ya
Negative,ananý sikerim iþte
Positive,Avladýðý böceðin tadýný beðenmeyen kurbaða.
Positive,Ýþte o aþamadan sonra o dinin adý islam olmuyor Din dýþý dinsiz ilan ediliyorsunuz Zaten her mezhep tarikat kendi inandýðý dini yaþamayanlarý `` kafir ilan etmiyor mu Semitik dinlerin yaratýcýsý geleceði görememiþ mi 
Negative, yavasogulla Çünkü köpeðine kimsenin sahip çýkmayacaðýný sonunun barýnak ya da ormanda can çekiþerek öleceðini düþünmüþ olabilir mi acaba Tabii ki uyutmaya karþýyým çaresizlikten böyle bir vasiyet býrakmýþtýr Çok duyuyoruz sahipleri ölünce akrabalarý tarafýndan sokaða atýlan canlarý 
Positive, Dostoyevski Budala kitabýnda þöyle diyor Senden kaçtý çünkü seni ne kadar çok sevdiðinin farkýna vardý Senin yanýnda 
Positive,efsane muazzam makyaj yapabilme yeteneðim var youtuber olarak yola adým atmaya karar verdim zengin olacaðým o zaman
Positive,"Bilim Kurulu üyesi Prof. Dr. Tevfik Özlü: Yarýn okullar açýlsa, bunun uygun olmayacaðýný söyleyebilirim. Toplumda her gün binin üzerinde vaka var, 20 civarýnda da her gün kaybettiðimiz yurttaþýmýz var. Okullar birden bire virüsü her yere yayar."
Negative,cerez tüket cüce yürüü
Negative,Baþýnýza sokayým
Negative,Yalancýnýn anasý ölsün mü çok âmin ölsün ama oðluyla birlikte 
Negative,Lan götlek hangý kürtü öldürmüsüz 
Positive,Biyologlara gerekli eðilimi vermezseniz PCR testleri gibi gelecekte bir çok konuda sýkýntý yaþanýr. moleküler çaðdayýz ve gelecekte de atomik çaða geçilecek. Ülkenin temel bilimlere bakýþ açýsý ve ilgilisi kat ve kat artmalýdýr.
Negative,Beynime sokim 
Positive,þu bela virüsten dolayý ne annemi görebiliyorum nede doktorlara durumunu sorabiliyorum kafayý yicem 
Positive,"Balyoz ve Hizbuttahrir ile ilgili baþvurularda, hukuku referans göstermiþ, dijital delillerin tek baþýna delil olamayacaðý kararý alýnmýþ"
Negative,þu herkes yapýyo ben yapýnca nolmu cümlesini söyleyen her kim var ise gözümde direkt aptal orospu çocuðunun teki oluyo ya
Positive,"Az yapmýþlar, bu millet daha büyüðünü hakediyor, iyi alýþtýk canýmýz çeker büyüðünü"
Negative,Lan bi siktir git yalanýnda böylesii
Negative,Þimdi gerizekalý götlek benimle adam akýllý konuþacaksan seni hakkýný vere vere cevaplarým Aksi halde tek kelime daha etme ezik 
Positive, Þýrnak ta yaþanan çocuk istismarýný Ýstanbul da da protesto ettik Çocuklarýn güvende olmadýðý bir ülkede hiç kimse güven 
Negative, SAHiP_KIRANRT Aþaðýlýk kancýk 
Positive,neticesinde seni kaybedeceðim bir muvaffakiyeti bana verme allahým
Positive,Yýllarýný okuyarak geçiren bir nesile bu tarz þeyler pek inandýrýcý gelmiyor Pandemi sürecindeyiz açýðýn artacaðý aþikar bin atama talebinden vazgeçmeyeceðiz 
Positive,"Para kaybetmemek için boþanýp sonra biriyle ayný evde yaþamadý, aðlayýp para dilemedi, gerektiðinde toplum için muhalif duruþu olup  kafayý kuma sokmadý. Tecavüz, þiddete vb sorunlara susmadý. O yüzden Mabel Matiz deðerdir! Soytarýlýk deðer deðildir!"
Negative,kudur faiþe
Positive,"Edayla Keremin Sinanýn evinde bi yerlerde seviþmesinde sorun yok, Osmanýn Sinana platonik aþkýnda sorun var."
Negative,Soytari Rospu lar Ne zaman sanatçý oldu 
Negative,amýna koduðumun yerinde selam verþp yazmayan amýna çaktýklarým siktir gidin
Positive,ilahi adalet diye birþey var
Negative,Yav bana niye böyle bir ortamda gelmezki Oradakileride tam mal yada hepsi seçmece getirilmiþ oraya aksi birþey konuþmadýn diye 
Negative,defansýn arkasýna atýlan duz kosu kitabýný söle bi acalým bu eleman seni ben deil de baskasý sikdi die mi zýrlýyo kac tivittir ben mi yanlýs anladým su iliskiye bak amq výcýk výcýk elime bulasdý ne kadar low levet hayatlar bunlar amq karýmý baskasý sikti die aglýon 
Positive,"Aklýma gelen tek þey bu röportaj oldu. O zamanda için sýzlamýþtý, þimdide sýzlýyor... ne desem bilemiyorum. Ýnþallah huzur içinde uyursun Seyfi Dursunoðlu"
Negative,susun orospular fikrinizi soran oldu mu
Negative,Pisliðinde boðul çok aðýr bir kelime olur ama bir konu varki oda bizim ülkemize mahsus bir olay hiç bir vasfý hiç bir özelliði olmayan insanlarý gündemden düþürmemek baþ tacý yapmak makam mevki sahibi yapmak 
Positive,"Ýbrahim Tatlýses canlý yayýnda Yýldýz Tilbe'ye ""Beni dövdüler abi dediðin zaman pezevenklerin elinden gittim aldým"" dedi."
Negative,nil in babasý sinan a serefiz dedi bak amca diyom beni deli etme aðzýný yüzünü daðýtýrým
Positive,git gide babana benziyosun
Positive,"Kendi öz yurdumda ben miyim garip?Beni bir köþeye atan utansýn.Eðilmiyor diye kurdu hor görüp,Ýti el üstünde tutan utansýn."
Positive,allahim islama ve müslümanlara yardim et
Positive,fen bilgisi desen var þiþmesi için basket topunu güneþe býraktým 
Positive,"Atam Türk milleti çalýþkandýr, Türk milleti zekidir deyince ben de çalýþkan ve zeki oldum. Atamý kýrmak olmazdý."
Positive,Mabel Matiz son yýllarýn en iyi sanatçýlarýndan biri kaliteli müzik kliplerini ve þarkýlarýný yapýp sanatýný konuþturuyor meyve veren aðacý taþlayamazsýnýz  
Positive, Muharrem Ýnce `` Ne zaman Ey Ýsrail Ezan Susmaz Bayrak Ýnmez diye baþlamýþlarsa bilin ki duvara tosluyoruzdur
Positive,Uçur beni rüzgar
Positive,tavuk yiyen fakir oluyo herhalde onun için ben tavuk yemiyorm demek çok elit oluyo anladýðm kadarylayok valla et alamýyoruz biz
Positive,can gidiyor ama denilecek tek þey var ki hayýrlýsý
Positive,Beyin acayip çalýþýyor Zehir gibi valla 
Negative,lanet herif
Negative,tanýþýrsak aneni sikerim de orospu da yaparým kaltak kahpe yaparým onu ohh
Positive,Kötüler de mi ölsün 
Positive, Tecavüzü siyasete ýrka baðlamayý kesin artýk Yapýlan insanlýk dýþý olayý kürt türk asker akp hdp diye ayýrarak önüne 
Positive, Üstad Necip Fazýl Kýsakürek in yýl önce dediði gibi Bekleyin Gençler Ama bugün ama yarýn Ayasofya açýlacak 
Negative,geberirsin inþallah
Positive,Dr. Serdar Savaþ Cumhurbaþkanlýðýna adaylýðýný açýkladý
Positive,Ya kaç peki 
Positive,"ülkenin deðer sistemi tamamen çöktü... ortalýk raký içmeyi günah, doðayý talan edip, kentleri parsel parsel satmayý, kadýnlarý dövmeyi, hayvanlarý katletmeyi, sorularý çalýp, onursuzca kadrolara yerleþmeyi sevap zannedenlerle doldu... sevgili UgurMeleke ne güzel hatýrlatmýþ."
Positive,hiç kimse aptal deðil
Negative,"Allahým yürek dayanmýyor.Toprak kabul etmesin böyle bir adamý,beddua etmeyi sevmem ama Allah belalarýn en büyüðünü versin."
Positive,Cepheden Gelen toplarda inanýlmaz iyi... Bu yönüyle Avrupanýn en iyi kalecilerinden olabilir..
Positive,Elanin  kiminle hazýrlandýðý açýklanmýþ
Negative,ananý avradýný sikerim ben senin o tipini sikerim en büyük vatan h
